Account,User Name,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score
Melissa ✧ Divinity Activator,iammelissapeters,9381,2020-07-31 10:33:44 PDT,Album,252,37,414,https://www.instagram.com/p/CDUKN1entN1/,https://www.instagram.com/p/CDUKN1entN1/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116502606_214754736530969_3018966987785095992_n.jpg?_nc_cat=107&ccb=2&_nc_sid=8ae9d6&_nc_ohc=vR6pOSD00RwAX8Uykaz&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1c54546e8dde525f99b1e937cfaf7e81&oe=60351A58,,"This morning I cried harder than I’ve cried in quite some time.⁣
⁣
TRIGGER WARNING: (Regarding missing child reports & my story of almost being stolen)⁣
⁣
I cried because the magnitude of child exploitation hit me like a ton of bricks...⁣
⁣
“The National Center for Missing & Exploited Children has reported that in March, there were 2 million reports of crimes against children in the United States. That's two times what it was in April of 2019. It got even worse, in April. In April 4 Million reports, a 4 fold increase from what we saw in March 2019. 1 in 5 children will be sexually solicited before they turn 18 in this country. And then internationally, every 30 seconds a child is stolen either for sex, for slave labor, or for organ harvesting.” - @timballard89 
⁣
As a women's Sacred Sexuality Coach, human, light-being, & eventually a mother to be, I feel deeply passionate about this topic & want to share a story with you…⁣
⁣
When I was a young toddler, I was almost stolen.⁣
⁣
A lady who wasn’t in her ‘right’ mind tried to take me away from my mom while my mom & I were at the mall & my mom was making a return. My mom quickly noticed and told the Macy’s store associate, and security guards from behind the walls came out to help find me… my mom had an intuitive hit to check at the exits of the mall & this woman was spotted holding my hand about to exit the mall. I can only imagine what my life would have looked like if I wasn’t found. ⁣
⁣
It’s time to get loud about this.⁣
⁣
This lockdown is only making matters worse as these evil people target children online. Please do your part by educating yourself on this matter, taking a stand for children's lives, & visit the Anti-Human Trafficking Resources in the link in by bio, you can also visit https://planyourrescue.org/rise-up-for-children/ +/or https://www.missingkids.org/⁣
⁣
This battle is beyond politics, it’s Light vs. dark. And the light will prevail!! We are the change! @ourrescue @ourrescuesandiego⁣
⁣
#endhumantrafficking #riseup #riseupforchildren #oursandiego #worlddayagainsttrafficking #childlivesmatter #endchildtrafficking",,,,289,1.19
🌿jennifer🌿,repurposedecor,N/A,2020-07-30 07:08:47 PDT,Photo,196,86,0,https://www.instagram.com/p/CDRN91UpxUv/,https://www.instagram.com/p/CDRN91UpxUv/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116387742_934802470265051_5587982978575278453_n.jpg?_nc_cat=105&_nc_sid=8ae9d6&_nc_ohc=FWJ4DMJ5O0QAX9FJY7j&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1811e21ee825787eb3eda9fe2087f10a&oe=5F9A45CA,,"Today is “World Day Against Trafficking In Persons”.
We are uniting as influencers against child trafficking.
We are Rising Up!
We are getting LOUD!
We implore you to do the same! 
.
There are many ways to help, join a movement or demonstration, call out your media & local officials, fundraise or volunteer.
.
WHERE ARE ALL THE CHILDREN?
▶️ 1 in 4 victims of trafficking are children.
▶️ 2 million children are currently being sold or held for sex slaves.
Join us & our efforts to benefit Operation Underground Railroad. 

🌟You can visit @influencers_act The link in profile is where you can donate to support @ourrescue and Operation Underground Railroad. 
I encourage you to visit @ourrescue and learn about all the children they have rescued, and are continuing to search for! 

We thank you for your support in saving the children! ❤️
#savethechildren 
#sextrafficingawareness 
#sextrafficking 
#ourrescue 
#stopsextrafficking 
#spreadawareness 
#influencers 
#worldtraffickingday 
#endchildtrafficking",,,,282,1.02
Evie Magazine,eviemagazine,9583,2020-07-30 17:01:45 PDT,Photo,259,16,0,https://www.instagram.com/p/CDSRw7apZJa/,https://www.instagram.com/p/CDSRw7apZJa/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/115999683_107843180939409_4134956558246700534_n.jpg?_nc_cat=110&_nc_sid=8ae9d6&_nc_ohc=LeJQIcsTf_wAX_fisRO&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=5518942a6aedd97045bfcf32150eddb7&oe=5F4973D4,,"A growing community of pedophiles called “MAPs” or “minor-attracted people” are sweeping social media, and social media sites are doing nothing to stop it.""MAP"" accounts are predominantly found on Twitter where some are openly sharing inappropriate images of children, and others have child porn advertised for sale in their bios. While Twitter claims to have a “zero-tolerance"" child exploitation policy, they updated their policy in 2019 to allow the “discussion” of attraction towards minors. Twitter needs to amend its policy, make clear what’s unacceptable, and enforce it.⁠
⁠
Link in bio⁠
⁠
⁠⁠#OURrescue #RISEUP #EndHumanTrafficking #RiseUpForChildren #GetLoud #endchildtrafficking #childrenslivesmatter #savethechildren #eviemagazine #seektruthfindbeauty⁠
⁠",Twitter Is A Breeding Ground For The Normalization of Pedophilia LINK IN BIO,,,275,1.11
Adam Whittington 🇦🇺,adam_whittington23,71545,2020-12-22 02:04:09 PST,Album,212,56,0,https://www.instagram.com/p/CJGJO9HFjVu/,https://www.instagram.com/p/CJGJO9HFjVu/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/132011632_835409660587410_3714400340545221617_n.jpg?_nc_cat=107&ccb=2&_nc_sid=8ae9d6&_nc_ohc=pZOumjwOFQgAX-vSnqp&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=575d707b125abcdbcaf7ba02e6b6a2d8&oe=60081F9A,,"Warning ⚠️ Graphic picture: ⚠️

My hope by sharing our work is that the world opens up to the reality of child trafficking & exploitation & what innocent kids are going through daily. 

Where I can, I’ll always tell you how it really is & what is not being shown by main stream media or talked about. 

This is not a ‘their’ issue, this is ‘OUR’ issue. 

21st December 
Case details: 

Benin 🇧🇯 
We are dealing with a 7 yr old boy who is in intensive care, after being attacked by his kidnapping traffickers for refusing to obey their orders to cross into Nigeria. 

With local partners & police, we now have an arrest warrant from the Director General for the coward kidnappers arrest. The search is on! 😡

We will do our best to catch this animal. All resources are being put into this case as we continue all our other cases. 

We @projectrescuechildren are making a difference on the ground. 

If anyone knows how to clone people, please clone me. 

#endchildtrafficking #endchildexploitation #istandwithprc #projectrescuechildren #wehuntthosewhohuntchildren",,,,268,-1.52
SKINCARE+NUTRITION,theclaudiacolombo,N/A,2020-07-30 08:25:17 PDT,Album,253,9,0,https://www.instagram.com/p/CDRWuIyJvln/,https://www.instagram.com/p/CDRWuIyJvln/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/115924309_287335645885295_6565868933877961127_n.jpg?_nc_cat=101&_nc_sid=8ae9d6&_nc_ohc=vSJ4hkqLGpcAX-41S9f&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=595a7403f09ac5a48565b9e81fff411a&oe=5F9954BB,,"Accepted.. because I fight for every child in my life!! How can we truly stand up for #femaleempowerment 🗣USE YOUR VOICE—a picture is a picture but our voices are everything! I challenge you back to RISE UP and join me in raising awareness against domestic violence (how the b/w challenge began for the women in Turkey to somehow the message being lost) and to fight to #endchildtrafficking and for ALL the unheard—
@astarrberger @danielaturley @oddsdotter @beera78 @andreapayne @anttoniet @e.r.i.k.a.u  @dmccallum7 thank you, I think you’re all amazing...will you RISE? WILL YOU FIGHT + SUPPORT to #savethechildren —there is a movement now and it requires conversion and action. My friends + clients if I’ve tagged you many of you have much larger platforms please speak up! Will you share #worldagainsttraffickingday 
💙
The National Center for Missing and Exploited Children, says a child is sold every 30 seconds. Around 2,000 children go missing PER DAY in the U.S. alone. That’s almost 800,000 children vanishing every year! 
💙
We are seeing more proof that these global/human trafficking and pedophile rings have been hiding in plain sight. It’s a MULTI BILLION dollar industry! I’m shocked that the media won’t touch this subject. Why is that? Open your mind to critical thinking and ask  who owns the media and who decides what gets covered. Where are the marches for this injustice?? Where is the outrage and blacked out squares for this crisis?? We know that when we come together loud we get things done. Will you join me and demand to know #whereareALLthechildren —Support, donate, follow, learn more — @timballard89 @ourrescue  @hopeforjusticeintl 
@childrescuecoalition @stoppingtrafficfilm @tonyrobbins @thenazarenefund @savinginnocence @jaco.booyens 
💙
GOD BLESS, let’s unite to create something greater for our future. The window for REAL CHANGE is now!! 🙏🏽LOVE + LIGHT xo
.
.
.
#raiseyourvibration 
#endhumantrafficking 
#abuseawareness 
#womensupportingwomen 
#mentalhealthawareness 
#endslaverynow 
#therealpandemic
#savethekids
#IGIVEHOPE
#moderndayslavery",,,,262,1.43
J O N A T H A N   I V E Y,jonathanivey,14527,2020-07-31 23:35:23 PDT,Photo,205,48,0,https://www.instagram.com/p/CDVjq39D-oX/,https://www.instagram.com/p/CDVjq39D-oX/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116019598_922325051599313_3751979437221430536_n.jpg?_nc_cat=105&_nc_sid=8ae9d6&_nc_ohc=bVGugXjFXQQAX_nvMP0&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=bba8976154f59377fbc9992ec9e5154f&oe=5F49D829,,"Not going to lie. A city of 52,575 people, and 50 showed up to support the #EndChildTrafficking rally at #graffitibridge 
Usually when I make social media posts, I try to spread some cheer, let my bubbly side out; make somebody smile, chuckle, feel inspired.  But today I have to post something else.  Something that, with love, yet rebuke, calls out the “Silent majority” here.  And tell you that you’re not doing enough. I myself have been part of this silent majority; and I’m ashamed. I lived my life aware and against evil practices. Yet I was too lazy to post; too lazy to politic, too lazy to show up and protest...I don’t post today as a perfect example of an activist; but as one who believes the masses can make a change.  We should be aware that there’s a lot of bad people out there in the world, and they need to be addressed. They perhaps enjoy the fact that they can carry on with their dark deeds, knowing the world won’t pay them attention, won’t bring to light their evil, and won’t rally to make a difference.  They enjoy the fact that every other petty topic in the world gets more attention than their acts of debauchery. They continue to exist because the “majority” is silent.  If you have been complacent; now is the time for change. Some examples of things that can make an everyday difference are:
-Paying attention to suspicious activity at theme parks
-Not being afraid to address and report suspicious activity
-Supporting and reminding parents of the need to be alert and vigilant concerning the lives of their children
-Discouraging parents to allow their children to be on phones at a young age.
-Encouraging and protecting the rights of law abiding, responsible citizens to practice concealed and open weapons carry.
-Donate to trustworthy, vetted, non-profits and activist groups.
-Having difficult conversations with your children.
-Not being afraid to be “That overprotective parent” that doesn’t allow your child to attend every sleepover party in the neighborhood.
-Most importantly, hitting the ground with your knees and begging God to protect these children, and to destroy this evil industry.
Let’s not be lazy any longer. Lives are on the line.",,,,253,1.89
Guardian Group,guardiangroupus,11816,2020-12-13 08:00:40 PST,Photo,242,3,0,https://www.instagram.com/p/CIvm4R6gchW/,https://www.instagram.com/p/CIvm4R6gchW/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/131258565_672580210043170_4827510840928533985_n.jpg?_nc_cat=101&ccb=2&_nc_sid=8ae9d6&_nc_ohc=YD-R0YQZvp8AX8_A6dM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e189d92179798c4f89adb351c757e385&oe=5FFCEAB0,,"🔸 44% of victims reported no one reached out and offered them help with another 26% reporting rarely ever being offered help.

We as a community must do better. It is time to educate our population and be willing to say something when we see something that looks suspicious.

#iamaguardian #sextrafficking #humantrafficking #lawenforcement #police #endit #humantraffickingawareness #endtrafficking #stoptrafficking #endchildabuse #endchildtrafficking #moderndayslavery #nonprofit #charity #veteran #countersextrafficking #givingtuesday #giveback #jointhefight #humanrights #enditmovement #justice #awareness #childtrafficking #military #hotel #hospitality #travel",,,,245,1.14
The TRUTH will set you Free,exposing_the_truth2day,15062,2020-06-25 18:44:17 PDT,Album,224,15,1763,https://www.instagram.com/p/CB4VvN5pIXe/,https://www.instagram.com/p/CB4VvN5pIXe/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/104912273_2537755969821883_5757761752266303695_n.jpg?_nc_cat=100&_nc_sid=8ae9d6&_nc_ohc=chyyW10JVOcAX-sRX1M&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=86a9af98f5c2d046fdd4f513e97dfc2c&oe=5F1BCF5B,,"#CirculatingCitizenReport.
Super Yacht [ #TheDancingHare ] that shares connections to Infamous PEDOPHILE / Human trafficker #JefferyEpstein is parked up in Aucklands viaduct🤔.
.
It’s believed that Epsteins criminal Accomplice / partner #GhislaineMaxwell who is on the run from Trump & the 🇺🇸Feds regarding the Epstein case, was spotted on the exact same yaught earlier this year.
The yacht has since travelled between Australia, Wellington, along the west coast & last seen in Auckland.
.
Here is a timeline of the events on the ground, updates recorded by protestors on site🕵🏽‍♂️.
.
✅UPDATE:  THE TEAM HAVE FOUND CHILDRENS CLOTHING DUMPED ASWELL AS A FEW OTHER THINGS.
.
✅UPDATE: SOMEONE FROM THE YACHT HAS JUST BEEN SEEN BUSTING THROUGH THE GATE AND TAKING OFF! WAITING ON MORE INFO.
.
✅UPDATE: POLICE AND INTERPOL ON THE SCENE BUT NO ARRESTS HAVE BEEN MADE.
.
✅ UPDATE: ATLEAST ONE OF OUR ON SITE TEAM MEMBERS (A SOVEREIGN) HAS NOW BEEN ARRESTED.... YOU NEED TO ASK YOURSELF WHY LAW ENFORCEMENT ARE GOING TO THIS EXTENT IF THERE IS NOTHING TO HIDE!.
.
✅UPDATE: MEDIA HAVE FINALLY GOT THEIR ARSES INTO GEAR! HOPEFULLY  THEY WILL REPORT IN TRUTH!.
.
✅UPDATE: MICHELLE IS FREE.
.
✅UPDATE: THIS IS A CALL OUT TO ALL WHĀNAU IN AUCKLAND!
GET YOUR BUTTS DOWN TO SILO MARINA BERTHS 1-4.

HEAPS OF  ACTIVITY THERE TODAY, WE NEED AS MANY EYES AND EARS AS POSSIBLE TO BE WITNESSES AND DOCUMENT EVERYTHING! 
WE WANT TO BOARD THIS YACHT GUYS BUT THEY ARENT GOING TO GIVE UP EASILY ,WE NEED NUMBERS ,NUMBERS, NUMBERS

SO IF YOURE IN THE AREA AND GOT SOME TIME TO GIVE  TO A GOOD CAUSE WE NEED YOU ❤

GET YOUR LIVES ON 
#NOT1MORECHILD
#ENDCHILDTRAFFICKING

DONT JUST LIKE THE POST GUYS SHARE IT...COPY IT ...DO WHATEVER JUST GET THIS AROUND ASAP🏁.
.
❌🐑❌
.
Repost @monzee_thaplug",,,,239,-1.09
Adam Whittington 🇦🇺,adam_whittington23,N/A,2020-10-12 08:22:12 PDT,Album,186,52,0,https://www.instagram.com/p/CGP5MZElEA1/,https://www.instagram.com/p/CGP5MZElEA1/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/121311417_635556743794984_825965558196976422_n.jpg?_nc_cat=105&ccb=2&_nc_sid=8ae9d6&_nc_ohc=bUB-XC-fk8IAX9dC85p&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=31b9d156ced197b7313ffee330580d5b&oe=5FBCB462,,"Don’t allow politicians or main stream media to have you believe there is a more important issue. 

PANDEMIC =
Child trafficking & exploitation is thriving. Young girls are being sold & trafficked across the border from Myanmar 🇲🇲 to China 🇨🇳 daily to be raped & raped & raped, in order to give families in China another baby. After giving birth the Myanmar girl is either kept as a slave, thrown back into Myanmar or murdered. (Pictures secretly taken to show the world what is being hidden. Most girls in these pictures will be trafficked into China) 

& 

Kids are being sexually abused or raped by paedophile parents by the dozens per day due to COVID restrictions. COVID is a paedophiles best friend. 

THIS IS THE REAL PANDEMIC! 

#pandemic #istandwithprc #wehuntthosewhohuntchildren #projectrescuechildren #endchildexploitation #endchildtrafficking",,,,238,1.11
Guardian Group,guardiangroupus,11814,2020-12-12 08:00:22 PST,Photo,234,2,0,https://www.instagram.com/p/CItCDOSDqCq/,https://www.instagram.com/p/CItCDOSDqCq/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/130537029_2859879964258512_4697619796303983089_n.jpg?_nc_cat=101&ccb=2&_nc_sid=8ae9d6&_nc_ohc=64UrXpUWTVEAX-O2-7A&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=cf7ec6e82dfba4a7c4553e290c760371&oe=5FF89177,,"🔸 150,000 new escort ads are posted online every day.

Mixed into all those ads are children who are bought and sold for sex online. Law Enforcement officers lack the time and training necessary to locate a victim in a haystack so to say. The PURSUIT™ Team within Guardian Group acts as a force multiplier. By investing the hours necessary looking at publicly available information (social media sites, escort ads etc…) and providing that information directly to Law Enforcement, officers can act quickly to recover victims and arrest predators.

Join us today in one of two ways:
1. Fight for the ONE with a one-time donation
2. Impact the lives of Many by becoming a monthly donor. 

Link in bio to join!

#iamaguardian #sextrafficking #humantrafficking #lawenforcement #police #endit #humantraffickingawareness #endtrafficking #stoptrafficking #endchildabuse #endchildtrafficking #moderndayslavery #nonprofit #charity #veteran #countersextrafficking #givingtuesday #giveback #jointhefight #humanrights #enditmovement #justice #awareness #childtrafficking #military #fightfortheone",,,,236,1.1
Rhodes Faraday,rhodeshead10p,N/A,2020-07-30 19:01:19 PDT,Album,217,13,0,https://www.instagram.com/p/CDSfgn9ptUm/,https://www.instagram.com/p/CDSfgn9ptUm/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116156215_842326652958163_113680067155137388_n.jpg?_nc_cat=106&_nc_sid=8ae9d6&_nc_ohc=dtZLUZvE95sAX8yoXJ_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=115e118068f958837502cb87ceb1e07f&oe=5F9C3D36,,"#EndHumanTrafficking #SaveTheChildren #EndChildTrafficking #EndSexTrafficking 💙💙💙 #repost @vieannhallak
・・・
Like I said before, and I’ll say it again. If you have the chance to help people, even if it’s one person and be a voice for them, then take it. Kids are going missing everyday and being sold into sex trafficking at an increasing rate. I know it’s a sensitive topic but people need to know what’s going on and not turn a blind eye to it because it’s a hard reality to face. It’s something that we need to talk about and something we need to fix. Today is #WorldDayAgainstTrafficking let’s shed some light on what’s going on. After all it was reported that San Diego is one of the top trafficking areas in California along with LA, and San Francisco. This is happening in our own neighborhoods. #EndHumanTrafficking #LetHopeRise #BeAVoice #SaveTheChildren #OurRescue",,,,230,-1.07
Influencers ACT,influencers_act,N/A,2020-07-22 10:53:05 PDT,Photo,209,1,0,https://www.instagram.com/p/CC9BRp7FKqZ/,https://www.instagram.com/p/CC9BRp7FKqZ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/109555132_916254572208858_2530354568295370728_n.jpg?_nc_cat=109&_nc_sid=8ae9d6&_nc_ohc=dwI5p69ZJ_gAX-kSKLX&_nc_oc=AQkXarK8vPzqRao9FFJ897n8ARS1W7v119NVC7nKBtPhO-hful-qLLBI47j5eUXIV5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e47de6a50c52f4059efccaf2c4f7e15c&oe=5F4D30E0,,"Please stand up and get loud July 30! Give a child their life back! Make noise, band together, join us in the fight to end child trafficking! Buy a shirt to benefit @ourrescue post as much as you can on social media, tag your news outlets, ask for their attention!! We can make a difference!!
.
.
#endchildtrafficking #ourrescue #riseup #july30 #getloud #makenoise #enditmovement❌ #stopchildtrafficking #savethechildren #whereareallthechildren #iact",‎'‎#IACT ROBBING A CHILD OF THEIR DESTINY IS LIKE STEALING HISTORY BEFORE ITS 2 WRITTEN s9vב -TONY KIRWAN INFLUENCERS AGAINST CHILD TRAFFICKING‎'‎,,,210,-1.96
Adam Whittington 🇦🇺,adam_whittington23,N/A,2020-08-02 11:05:44 PDT,Photo,176,32,0,https://www.instagram.com/p/CDZXeAwppF-/,https://www.instagram.com/p/CDZXeAwppF-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116871507_912975852529399_5244640096216887454_n.jpg?_nc_cat=108&ccb=2&_nc_sid=8ae9d6&_nc_ohc=zyA3BnM7KyYAX_mGpDJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=a497b927b139d36c40d4d09b78f77c32&oe=5FBAFDDC,,"It drives me absolutely crazy, when I hear a parent not taking their kids online safety seriously. 

It takes my team & I, only minutes to connect directly with a paedophile online, who thinks they are chatting to an underage kid. 

They have no idea, instead of them hunting innocent kids to groom online & eventually meet to rape or sexually abuse the child, it’s them who is being hunted, by us @projectrescuechildren 

We are one of the only organisations in the world, along side authorities, who work in the DarkWeb 24/7, searching for child victims & those exploiting them. 

My team of Russian IT experts, do an amazing job, diving deep inside a world most would be shocked to see. 

WAKE UP PARENTS!!! You are your kids frontline defence against paedophiles & traffickers. 

#onlinesafety #darkweb #projectrescuechildren #wehuntthosewhohuntchildren #humantrafficking #savethechildren #endchildtrafficking #onlinegrooming","Kidspot kidsp t ""We often go undercover ourselves. It takes just minutes to receive naked photos and offers of sex.. Honestly, it's frightening."" @PR Paedophile hunter reveals what every parent should know about social media www.kidspot.com.au",,,208,1.94
Guardian Group,guardiangroupus,11755,2021-01-14 18:00:31 PST,Photo,201,1,0,https://www.instagram.com/p/CKDE9wnM3Ha/,https://www.instagram.com/p/CKDE9wnM3Ha/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/138256916_110579500956682_7605515616754310828_n.jpg?_nc_cat=104&ccb=2&_nc_sid=8ae9d6&_nc_ohc=EXGxnF2elo0AX8gZoG0&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=dcd42731df5c78219a29166e36072348&oe=60280B3F,,"This is the stage when a pimp builds a relationship with their victim, they gain their trust and often times make an emotional connection. This allows the pimp to manipulate and control them better in the future. There is no single form of force, fraud or coercion used by predators. Each trafficker has their own style to gain the necessary power and control required to manipulate an individual into doing what they want. ⁠
...⁠
85% of victims reported developing a close relationship with their trafficker [source: Thorn]⁠
...⁠
This portrays the Romeo Pimp tactic of manipulating and nurturing a relationship with their victim. The Romeo Pimp will manipulate their victim into believing they are truly in a romantic relationship, this is done by buying the victim gifts, taking them out to eat and spoiling them in some form. This tactic creates a bond between victim and trafficker and often the victim believes they are selling themselves because it is how they contribute to the relationship. ⁠
...⁠
BREAKING⁠
...⁠
The breaking phase occurs when a trafficker introduces the victim into “the life”. For some this can be very violent, including gang rapes. Shame is often used to maintain power and control. Statements like: “You are just a whore now” “No one will believe you” “Your family won’t love you anymore” “You are the one committing a crime” may be used. ⁠
...⁠
It is during this stage that a Romeo Pimp may start to introduce violence and fear tactics into their relationship with the victim. ⁠
...⁠
If recovery of a victim is not made prior to this breaking phase it becomes much more difficult. ⁠
...⁠
Join us on January 28th for a virtual training event to learn more. Link in bio to register.
...
#iamaguardian #sextrafficking #humantrafficking #lawenforcement #police #endit #humantraffickingawareness #endtrafficking #stoptrafficking #endchildabuse #endchildtrafficking #moderndayslavery #nonprofit #charity #veteran #countersextrafficking #jointhefight #humanrights #enditmovement #justice #awareness #childtrafficking #military #humantraffickingawarenessmonth2021 #humantraffickingawarenessmonth #nationalhumantraffickingawarenessmonth #humantraffickinghotline",CYCLE OF SEX TRAFFICKING GROOMING BREAKING,,,202,1.02
Lianna,liannavee,N/A,2020-07-30 10:52:26 PDT,Album,197,5,0,https://www.instagram.com/p/CDRnj5uB4Cu/,https://www.instagram.com/p/CDRnj5uB4Cu/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116089457_307373740628215_6040349796930608836_n.jpg?_nc_cat=110&_nc_sid=8ae9d6&_nc_ohc=cf-kCQUXC8YAX_a7LBD&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=6d92fe7715155c087c64c655997a1e7a&oe=5F5AE506,,"Today is WORLD DAY AGAINST HUMAN TRAFFICKING. I need you ALL to share, get informed and take action! 

@ninavee shared a video on her page (IGTV). 
We have been passionate about ending child trafficking for years, Nina had to talk about it on the lead up to July 30th, World Day Against Trafficking. Child sex trafficking is the fastest growing criminal enterprise in the world. Annually, the business of human trafficking globally generates $150 billion in profits. Millions of children are being exploited. It's our responsibility to raise awareness so we can find and rescue these children and end child trafficking. Human trafficking is a booming business that is being propelled by the powerful. It exists in so many sickening forms. It’s heart wrenching. We’re talking about children. Infants, 1, 2, 3 year olds. I’m talking about under 16’s. Children are kidnapped and trafficked by strangers. Children are trafficked by their own families. 

What can we do? Firstly, we can educate ourselves. The more we know the more we would dedicate our time to stopping it. There are various ways to help. Please visit the organisations linked below. You can share this video. Get loud on social media. Please help raise awareness on child trafficking and the importance of government action. Please share any revenant and helpful info in the comments section so we can help each other. 
To those who have watched this video, thank you. 

Organizations:

@ourrescue founded by former CIA Agent @timballard89 , rescue children. 

@childrescuecoalition build technology that enables law enforcement to track, arrest & prosecute child predators. 

@thorn build technology that allows them to identify victims in online content. 

#JoinTheFight #endchildtrafficking #savethechildren #worlddayagainsttrafficking",,,,202,1.73
Adam Whittington 🇦🇺,adam_whittington23,N/A,2020-07-29 23:53:25 PDT,Photo,189,12,0,https://www.instagram.com/p/CDQcJKpJumo/,https://www.instagram.com/p/CDQcJKpJumo/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116087272_181655340020195_5603522798612207751_n.jpg?_nc_cat=111&ccb=2&_nc_sid=8ae9d6&_nc_ohc=obrGmiNvuG4AX-OBrgT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=930f33816397ca17511ed19c14903da7&oe=5FBAE7E1,,"Throwing this out there, just in case anyone is interested in something other than, what main stream media brainwash people with. 

One day, the pandemic of kids &  infants being raped in their vagina or anus by paedophiles, will hit front page, compared to face masks. 🤷‍♂️ 

#stopchildabuse #pandemic #nochildsold #endchildtrafficking #freedom #projectrescuechildren #wehuntthosewhohuntchildren #paedophile #media #mainstreammedia",THE REAL PANDEMICS IN OUR WORLD ARE PAEDOPHILES & CHILD EXPLOITATION! Alau Wkittingtan,,,201,1.88
Speak Project,speak_project,N/A,2020-05-08 13:17:53 PDT,Photo,191,4,0,https://www.instagram.com/p/B_8KOo1gV_G/,https://www.instagram.com/p/B_8KOo1gV_G/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/96288926_844810789342016_8585602615903627572_n.jpg?_nc_cat=105&_nc_sid=8ae9d6&_nc_ohc=6YFwIEx6ctoAX-WACG6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=36df1d3db0322d77acd1272f39c998e4&oe=5F9D1FEF,,#endchildtrafficking #endcpscrimes,"THIS IS THE REALITY IF A CHILD IS IN FOSTER CARE AND IS RAPED OR SEXUALLY MOLESTED, ACCORDINGT TO THE CHILD PROTECTIVE SERVICES HANDBOOK THESE TYPES OF OFFENSES ARE NEVER REPORTED. WHY CPS? CHILD SEX ABUSE UNREPORTED SPEAK LAWFULAMERICA.COM PROJECT PROJECTSPEAK.NET NET LAWFU AMERICA",,,195,-5.88
Katherine  👠,katbeautiful_,N/A,2020-08-05 18:13:58 PDT,Photo,179,13,0,https://www.instagram.com/p/CDh23CVHl-h/,https://www.instagram.com/p/CDh23CVHl-h/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117035817_839391536811829_447258316366822604_n.jpg?_nc_cat=109&_nc_sid=8ae9d6&_nc_ohc=RxQVKPEvPMgAX8w-zdm&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=81bd3f2df5d926c2c820b9afb9104b1f&oe=5FB42E7C,,“People who are trafficked are often the most vulnerable in our society.” “Human trafficking can and does occur in every corner of the world.” “Human trafficking is the intentional forcing of another into slavery.  The good news is that a victim of human trafficking does not have to remain a victim #endchildtrafficking #childtrafficking #saveourchildren #humantrafficking #endhumantrafficking #endhumantrafficking❌,,,,192,-1.39
