Account,User Name,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score
Movimento Brasil Amado 38.,brasilamado38,7416,2020-08-11 04:57:36 PDT,Photo,120,11,0,https://www.instagram.com/p/CDv4fhYJJO2/,https://www.instagram.com/p/CDv4fhYJJO2/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117309167_187299129422811_4371762198126405217_n.jpg?_nc_cat=105&_nc_sid=8ae9d6&_nc_ohc=jfJgy_hCRjUAX-nEtBc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=95238a058f7fd81a808a9e3ec7198ad4&oe=5F593A8C,,"@pietrabertolazzi
Esse foi um dos passos mais tristes que foi tomado nos últimos anos e é só o começo do que está por vir...
A França é um país que há tempos se destaca no cumprimento da agenda globalista, que defende o aborto, a destruição da família e da moral.
Hoje, para a tristeza dos que lutam contra o progressismo, 60 parlamentares franceses votaram a favor do “aborto” até os 9 meses de gestação, contra 37 que votaram contra. 
Enquanto assistimos essa intenção de genocídio de bebês em massa acontecendo, temos que escutar dessas mesmas pessoas na quarentena o “fique em casa e salve vidas!” e pra piorar, ainda tem aqueles que nos chamam de “conspiracionistas” e “reacionários”. 
Enquanto caminham para a legalização do assassinato infantil legalizado, bandeiras levantadas por Hillary Clinton, George Soros e organizações como a Planned Parenthood, que é o caso da questão do “aborto tardio”, são levantadas. E pasmem: o “aborto tardio” NÃO É o aborto até os 9 meses de gestação, e sim algo muito pior. As pessoas estão querendo denominar o aborto até os 9 meses como apenas aborto mesmo, e o “aborto tardio” seria algo inimaginável pra mim até pouco tempo atrás. Expliquei nos meus stories agora a diferença entre os dois, mas é informação só pra quem tem muito estômago! 
 Isso tudo é reflexo do que os globalistas estão fazendo com a humanidade, obra das mesmas pessoas que levantam movimentos como o BLM, como o feminismo e como tantos outros. 
Mas não, para os leigos, é “tudo conspiração”.
#saveourchildren #abortionismurder 

Ps.: para quem está dizendo que é “fake news”, não é, mas essa lei ainda precisa ser aprovada pelo senado. Infelizmente tudo indica que será.
De qualquer forma, pra quem está chocado, saiba que o aborto até os 9 meses já é permitido em alguns estados dos EUA.","SIGAM NOSSAS REDES DE APOIO, AO PRESIDENTE ADO Hoje, 10/08/ 2020 a bandeira francesa carimba com sangue de inocentes aprovação aborto até nove meses gestação. ESTE MUNDO, JÁS DO MALIGNO. AS VERDADE QUE AS MIDIAS NÃO MOSTRAM, ESTÃO AQUI.",,,131,-1.1
The Freedom Hub UK,the_freedom_hub_uk,4787,2020-11-30 13:35:15 PST,Photo,124,6,0,https://www.instagram.com/p/CIOu1jRAV98/,https://www.instagram.com/p/CIOu1jRAV98/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/128419757_1439015462955419_8783405427973730769_n.jpg?_nc_cat=108&ccb=2&_nc_sid=8ae9d6&_nc_ohc=1ltWNArbhkAAX9RQr-Q&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=152d79bb5450b5db2cfa30a965e9c006&oe=5FEB6FC8,,"Guys it’s finally here what you’ve all been waiting for... SAVE•OUR•CHILDREN peaceful protest SATURDAY 12/12/20 1pm with @eyes_wide_open_official and friends (Location drop on the day 1 hour prior to the event via socials) 🙌🏼💙 (please don’t hashtag Saveourchildren as it will flag our accounts, thank you.) #therevolutionwillnotbetelevised #riseup #save #our #children #eyeswideopen #endthesilence #little #lives #matter #protest #rally #protect #the #children #speekout #be #their #voice",EYES WIDE OPEN & FRIENDS PRESENTS THE SAVE OUR CHILDREN PEACEFUL PROTEST LONDON SATURDAY 12TH DECEMBER 1PM WE WILL MEET AT A SECRET LOCATION RELEASED DN ALL SOCIAL MEDIA AN HOUR EFORE WE MEET- PLEASE SPREAD THE WOR @EYES_WIDE_OPEN_OFFICIAL #SAVEOURCHILDREN,,,130,-1.1
ROSE Organization,roseorgrescues,N/A,2020-08-12 01:53:03 PDT,Photo,127,3,0,https://www.instagram.com/p/CDyIKwSJ6Wm/,https://www.instagram.com/p/CDyIKwSJ6Wm/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117378331_141400387613382_8722785018054396865_n.jpg?_nc_cat=111&_nc_sid=8ae9d6&_nc_ohc=4KptpwdfogQAX_gmdBM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1ddfa6c07ef9c3d75e7bb06d77ffd0a6&oe=5F9DB3A4,,"The typical face of sexual trafficking in America today matches the faces of the 501 juveniles that have gone missing in the D.C. area in just the first quarter of 2018. According to the FBI, 40 percent of victims of sex trafficking are African-Americans, with that number being significantly larger in the major metropolitan areas. In Los Angeles County, the African-American victim rate reaches 92 percent. In overwhelming numbers, the persons most likely to be victimized are vulnerable Black girls and women.

“Compared with other segments of the population, victimization rates for African American children and youths are even higher,” the National Center for Victims of Crime reports. “Evidence suggests that Black youths ages 12 to 19 are victims of violent crime at significantly higher rates than their white peers. Black youths are three times more likely to be victims of reported child abuse or neglect, three times more likely to be victims of robbery and five times more likely to be victims of homicide.” www.rose-organization.com Call our Hotline “If you see something, say something.” 1-855-4ROSEOR (855-476-7367) #humantrafficking #blackchildren #blackwomen #saveourchildren #sexualabuse #drugsmuggling #organharvesting 💜💙",SEX TRAFFICKING'S TRUE VICTIMS: WHY ARE OUR BLACK GIRLS/WOMEN so VULNERABLE?,,,130,-1.18
XATPP,thepeacepirates,5012,2020-08-31 02:59:19 PDT,Photo,124,6,0,https://www.instagram.com/p/CEjK2vmHYIQ/,https://www.instagram.com/p/CEjK2vmHYIQ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118510184_1946913388766345_3486742491276247824_n.jpg?_nc_cat=107&_nc_sid=8ae9d6&_nc_ohc=zuaqhHseUdUAX8CaUVb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=63e93c985572517854ee4e17ac948c63&oe=5F70BCAF,,#stayaware #saveourchildren #bantheseatbelt #nomoreambulances #instadoctorsrule #sagewillsaveus,"In 2012, this man had closed door meetings with Joe Biden to patent a vaccine known then as ""CV-19"" which could be used to trace select citizens. What did they know were they planning to do? STAY AWARE! Bythe the way, none of this is true. This is actually a photo of William A. Mitchell. He invented TANG, Cool Whip, Pop Rocks, and Instant Jello. Stop getting your news from memes and calling it research! Good lord, people!",,,130,3.42
Ecos da Direita,ecosdadireita,6768,2020-08-11 03:23:43 PDT,Photo,115,14,0,https://www.instagram.com/p/CDvtv6wJyQs/,https://www.instagram.com/p/CDvtv6wJyQs/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117187355_1860808874060948_3757206458075646336_n.jpg?_nc_cat=110&_nc_sid=8ae9d6&_nc_ohc=BVkUU244GHAAX-6j76Z&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=0f79337b4772360f882d29c59480ef74&oe=5F578103,,"Esse foi um dos passos mais tristes que foi tomado nos últimos anos e é só o começo do que está por vir...
A França é um país que há tempos se destaca no cumprimento da agenda globalista, que defende o aborto, a destruição da família e da moral.
Hoje, para a tristeza dos que lutam contra o progressismo, 60 parlamentares franceses votaram a favor do “aborto” até os 9 meses de gestação, contra 37 que votaram contra. 
Enquanto assistimos essa intenção de genocídio de bebês em massa acontecendo, temos que escutar dessas mesmas pessoas na quarentena o “fique em casa e salve vidas!” e pra piorar, ainda tem aqueles que nos chamam de “conspiracionistas” e “reacionários”. 
Enquanto caminham para a legalização do assassinato infantil legalizado, bandeiras levantadas por Hillary Clinton, George Soros e organizações como a Planned Parenthood, que é o caso da questão do “aborto tardio”, são levantadas. E pasmem: o “aborto tardio” NÃO É o aborto até os 9 meses de gestação, e sim algo muito pior. As pessoas estão querendo denominar o aborto até os 9 meses como apenas aborto mesmo, e o “aborto tardio” seria algo inimaginável pra mim até pouco tempo atrás. Expliquei nos meus stories agora a diferença entre os dois, mas é informação só pra quem tem muito estômago! 
 Isso tudo é reflexo do que os globalistas estão fazendo com a humanidade, obra das mesmas pessoas que levantam movimentos como o BLM, como o feminismo e como tantos outros. 
Mas não, para os leigos, é “tudo conspiração”.
#saveourchildren #abortionismurder 

Ps.: para quem está dizendo que é “fake news”, não é, mas essa lei ainda precisa ser aprovada pelo senado. Infelizmente tudo indica que será.
De qualquer forma, pra quem está chocado, saiba que o aborto até os 9 meses já é permitido em alguns estados dos EUA.","@br _nathaliapa Hoje, 10/08/2020 a bandeira francesa carimba com o sangue de inocentes a aprovação do aborto até os nove meses meses de gestação. � ، pietrabertolazz pietrabertolazzi",,,129,-1.8
POP Renegade,poprenegade,N/A,2020-09-10 15:26:23 PDT,Photo,118,9,0,https://www.instagram.com/p/CE-QTLwANLm/,https://www.instagram.com/p/CE-QTLwANLm/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118992501_669439077323263_1717202517444787712_n.jpg?_nc_cat=109&_nc_sid=8ae9d6&_nc_ohc=BHqTPum3aCoAX-RdgQb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=6d6a39e14ec0aa1a5eafed989b5d7083&oe=5F8FFF2D,,"Every left wing media outlet be like...
.
.

#pedoflix #netflixmemes #netflixandchill #netflix #netflixshows #netflixmeme #pedowoodsatanic #pedophelia #hollywoodpedophiles #hollywoodpedos #saveourchildren #awaken #cuties #cancelled #cancelnetflix #cancelnetflixcuties #deepstateexposed #normalizingpedophilia #mkultraexposed #childrenslivesmatter #childrensrightsarehumanrights #sexualizingchildrenisnotcute #libtards #princeandrew #princeandrewisapedophile #princeandrewmemes #princeandrewdukeofyork #exposetheroyalfamily",NETFLIX JUST RELEASED CUTIES PORENECADE,,,127,-2.71
“The Bot”,skidrobot,13853,2020-08-22 20:45:32 PDT,Photo,113,14,0,https://www.instagram.com/p/CEN5uGLprMG/,https://www.instagram.com/p/CEN5uGLprMG/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/118357183_647115542566561_3801825438321837560_n.jpg?_nc_cat=104&ccb=2&_nc_sid=8ae9d6&_nc_ohc=9tj7VKHWMGkAX85nLPV&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=c5e9de30a1708c98b9a6fcfbaf30a0db&oe=602561D4,,"Is this what people want?
Is this what’s it’s coming too y’all?

I decided to change the course of this ship 6 months ago and really rocked the boat with “fringe” information that terribly triggered a lot of people...
It still does.

This is their new normal for every generation to come. The dehumanization of all humanity. 
Many of us have found our way out the media matrix however the majority still sleep.

We need to get louder frens and keep the #saveourchildren & #childlivesmatter 
campaign at the forefront.

The life of every child is worth saving regardless of race...",,,,127,-1.2
Unknown Blackgurl!,phatgurlblogs_,N/A,2020-08-29 08:37:33 PDT,Album,121,4,0,https://www.instagram.com/p/CEen-NBDLRn/,https://www.instagram.com/p/CEen-NBDLRn/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118649511_637168793611135_2753451330005637217_n.jpg?_nc_cat=101&_nc_sid=8ae9d6&_nc_ohc=yZzW1FYKjmgAX-5_0ar&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ae0cf7c8fe06956496fffc4a90faee9e&oe=5F9C705D,,"It’s crazy that I haven’t seen this anywhere but on social media. It really saddens me that there are SICK INDIVIDUALS who actually prey on the young and innocent. How sick in the head do you have to be to find joy in stealing a child’s innocence and permanently messing up their mental for life. That ABUSED, TORMENTED child will be scarred FOREVER! If this is your cup of tea just know your time is slowly ticking. I thank God that those 39 children were found and now can be returned back with their families, even tho things will NEVER be the same and anything can and or may be a trigger to you, I pray God gives each of you 39 children the mental strength that you are going to need to even begin to try and deal with all the hurt, pain and traumatizing events that you may have endured! MY GOD IM READY FOR 2020 to be OVER. Lastly to those 78 parents I know a small piece of your heart is smiling but I also now the journey of rebuilding your child has begun. I pray God is with each of you EVERY STEP OF THE WAY! PARENTS BE INVOLVED AND STAY AWARE OF ANY AND EVERYTHING THAT YOUR CHILD IS INTERESTED IN! We gotta SAVE OUR CHILDREN as well as PROTECT OUR CHILDREN at ALL COSTS! This needs way more news coverage than I’ve seen! #saveourchildren #bringourchildrenhome #sexytrafficking",,,,125,-3.82
Art For Awakening,artforawakening,N/A,2020-08-12 07:46:52 PDT,Album,118,7,0,https://www.instagram.com/p/CDywqK1FAty/,https://www.instagram.com/p/CDywqK1FAty/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117369233_3259432637482278_7314541769717878183_n.jpg?_nc_cat=100&_nc_sid=8ae9d6&_nc_ohc=lxVKkAQ43E8AX_gWjwQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=42a5a064e876cb91484050ce32b17f67&oe=5F91057D,,"It truly makes no sense. 🤷🏼‍♀️
#procreateart #wordart #endhumantrafficking #savethechildren #saveourchildren #whereareallthechildren #wherearethechildren #ourrescue #outofshadows #pizzagate #pedowood #podestaemails #epsteindidntkillhimself #q #qanon #wwg1wga #trump #trump2020 #maga #maga2020 #msm #fakenews",,,,125,-2.28
Truthseeker,truth_and_light,N/A,2020-09-02 09:09:10 PDT,Album,103,21,0,https://www.instagram.com/p/CEo-xRfg8_B/,https://www.instagram.com/p/CEo-xRfg8_B/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/118682400_923005734871103_3384842996257305120_n.jpg?_nc_cat=106&_nc_sid=8ae9d6&_nc_ohc=maTPFSA7lNUAX-Ljl4C&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=5dff49883e65c1722afd011c8875a2e4&oe=5FA626A8,,"Imagine this happening to you or someone you love. Suffering from stage 4 cancer. Sitting peacefully. And beaten unconscious. If I know of or hear of anyone who supports these rioters - you are not my friend. You are a traitor and enemy to this country and should be treated as such. I pray to God this ends and these people are stopped and put away for a long time.
*
*
*
#riots #traitors #treason #election #soros #wethepeople #usa #stoptheviolence #joebiden #trump #patriots #lies #msm #marxism #communism #saveourchildren #godwins #pray #criminals #thugs #nothingcanstopwhatscoming",,,,124,1.24
Fish Nguyen /Fishermen Of Men,fishxnguyen713,N/A,2020-08-21 20:36:51 PDT,IGTV,116,5,1528,https://www.instagram.com/tv/CELTtH7H2k4/,https://www.instagram.com/tv/CELTtH7H2k4/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118114955_636278037009583_4311400129745313213_n.jpg?_nc_cat=101&_nc_sid=8ae9d6&_nc_ohc=TZvxbkqCSO8AX_aOEGA&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=2137150c58cd0156567dd1736b7d3ab5&oe=5F993A8B,Some messed up stuff must watch!! Educational ‼️,"Repost from @free_your_mind94
•
Foreign media is covering adrenochrome.
.
#WakeUp #TruthBeTold #TheGreatAwakening #Q #SaveOurChildren #SaveTheChildren #YouCantHandleTheTruth",WARNING 18+! This content is Not appropriate for kla.tv DRENOCHROME 18+ Human blood as an intoxicating and rejuvenating agent Children or for with weak nerves!,,,121,2.88
Kier uncensored | just jokes,h0efucksgiven_,4333,2020-08-23 08:36:54 PDT,Video,94,24,1118,https://www.instagram.com/p/CEPKlU0grrN/,https://www.instagram.com/p/CEPKlU0grrN/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117980015_673090223293718_6351484649813442541_n.jpg?_nc_cat=108&_nc_sid=8ae9d6&_nc_ohc=iEAKkc5VBqAAX9iJtZZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ed10644fc63ee70f52225f13c9e0e111&oe=5F6878C4,,"Human trafficking is down 96% under president trump. That is SLAVERY. But yes, let’s bitch about slavery that happened 200 years ago and ignore the fact that the Clinton’s pardoned Laura Silsby after she was caught AND CONVICTED of trying to smuggle 30 kidnapped kids (not orphans, not that that’s better) out of Haiti. DO THOSE BLACK LIVES NOT MATTER? Why did the media turn on trump so hard? Because he is not one of them. He is saving lives, nope he is not polished or eloquent, he’s a bad ass mutherfucker who is actually taking the human traffickers out. The Clinton’s included and the media who covered it all up. #trump2020 🇺🇸 #MAGA #BLM #saveourchildren #americafirst #endhumantrafficking @ourrescue",Don't worry missing daughter. we'll find your,,,118,1.27
,operation.wake.humanity,N/A,2020-08-30 10:22:18 PDT,Photo,117,0,0,https://www.instagram.com/p/CEhYwXlARYQ/,https://www.instagram.com/p/CEhYwXlARYQ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118522185_1167124073658659_5304559435263010025_n.jpg?_nc_cat=111&_nc_sid=8ae9d6&_nc_ohc=pYUZ99e2Eb8AX_FzYe1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=f94e46f6885c65c63565057d17e7cf3f&oe=5F998B2E,,"Distractions on top of more distractions from the source of all problems

#society #government #science #education #media #socialmedia #video #film #picture #technology #medical #spirituality #awakening #Awareness #politics #military #police #vaccines #travel #humanity #cryptocurrency #space #viral #truth #trending #war #health #meme #dankmemes",Citizens: Start getting #SaveOurChildren trending. Government pedos: RACIALLY INVOLVED POLICE SHOOTING imgflip.com,,,117,1.48
HAN,hannah_hanks,12561,2020-07-13 08:47:50 PDT,Photo,116,0,0,https://www.instagram.com/p/CClnygZhpJj/,https://www.instagram.com/p/CClnygZhpJj/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/108018393_3196650403747699_1799979126572895277_n.jpg?_nc_cat=111&_nc_sid=8ae9d6&_nc_ohc=CdmxtZp0sgkAX-gMccv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c3a7c8d47821c905f59bf5811adc529b&oe=5F327EDB,,"Please check my story for more information! Absolutely heartbreaking.
Read ☟︎
2,000+ children go missing PER DAY in the U.S. alone. That’s 800,000 children vanishing every year. (according to the National Center of Missing and Exploited Children)
After knowing this statistic will you help bring darkness to LIGHT for our children?🇺🇸🇺🇸

Proof after proof is being exposed to us that there IS a global human/child trafficking ring, that it’s a MULTI BILLION dollar business $99 BILLION to be exact....that’s not a typo NINETY NINE BILLION (more than the sports and music industry COMBINED) and the elite are involved but yet, it continues to go almost completely unnoticed by the media. 
#whereareourchildren #saveourchildren #darknesstolight #bethelight #sextrafficking #humantrafficking",,,,116,-5.87
J-WEEZY🥸😎😍🤩🤑,brugaly,N/A,2020-08-17 21:14:49 PDT,Photo,111,4,0,https://www.instagram.com/p/CEBFGKEjjp0/,https://www.instagram.com/p/CEBFGKEjjp0/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117748919_742921922944253_4479347107160686130_n.jpg?_nc_cat=111&_nc_sid=8ae9d6&_nc_ohc=etB_czp_RVIAX9IfEYQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=062c8551fcc1eeef2b67a40fe72c74e7&oe=5F99A0C0,,Puppets... jessuu,"THE FACT THAT EVERY CELEBRITY ISN'T PUTTING IT ON THEIR SOCIAL MEDIA, LIKE THEY DID BLM & COVID 0:17 &.CC SHOULD TELL EVERYBODY WHAT THEY NEED TO KNOW #SAVEOURCHILDREN",,,115,-1.88
Covid 1984,covid1984__,5192,2020-09-02 03:26:26 PDT,IGTV,101,13,1858,https://www.instagram.com/tv/CEoXghGgzkx/,https://www.instagram.com/tv/CEoXghGgzkx/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118401857_2462060377432308_2335640302848612180_n.jpg?_nc_cat=111&_nc_sid=8ae9d6&_nc_ohc=K3MtykOT4rQAX-IzrO8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=71b840ba318f13904312bf4d2c8d79a9&oe=5F746A16,This is unacceptable.,"🤬🇦🇺Victoria... you got one shot at this.
September 5th.

People say...
“Oh... wait til the lockdown ends because they will use it as an excuse to keep it going blah blah blah.”

NO!!!
TAKE YOUR POWER BACK AND GET OFF UR KNEES.
STOP BEING FCKING DICTATED TO BY CRIMINALS, PEDOS AND FRAUDS.
WE MAKE THE DATES.
WE MAKE THE TERMS.
WE DECLARE BULLSHIT OVER!

And the rest of Australia better show up too because the world is watching.
we make the terms now
@daveoneegs 

 🐝 #weknowthetruth
#thisendswhenwesayno
#thisallendswhenwesayno
#enoughisenough
#touchonetouchall
#SOS #melbournelockdown2020
#wearethemedia
#wearethemedianow 
#saveourchildren
#melbournelockdown #melbourne #youareenough #youarethereason #thegreatawakeninguncensored #thegreatawakeninghasbegun #thegreatawakeningworldwide 
#lovewins #truth #justice #humanity #viralpost #love #friends #family #hugs 🦁 

@astralascension83 
“✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨
So many distractions going on but one thing MUST remain clear...
CONSCIOUS uplifting, MASS AWAKENING, and VIBRATING HIGHER DAILY is the MOST important thing now more than ever.
▫️
For they will do ANYTHING and EVERYTHING in their power to take control of the population but CANNOT so long as they continue to lose the target audience.... YOU. CONTINUE to stay Consciously Aware of what's going on and understanding that YOU are the MOST important thing in the world. Without YOU there is NO THEM. LOVE YOU ALL ♥️
✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨
▫️
♓♒♑♐♏♎♍♌♋♊♉♈ ⚛️🕉️✡️☸️☯️✝️☦️☪️☮️🕎🔯
3️⃣👁️
Remember to -VIBE HIGH, FOCUS DEEP, NEVER SLEEP, STAY CONSCIOUS. WE SAY IT IS SO AND SO IT IS.
3️⃣👁️”","pregnanm woman 7news.com.au 7NEWS SUNRISE THE MORNING SHOW SPC NEWS .com.au Your location: MELBOURNE, VIC LIFESTYLE > HEALTH & WELLBEING Victoria Police filmed handcuffing pregnant woman over anti- lockdown Facebook post Alex Chapman 7NEWS Published: Wednesday, September 2020 6:07 pm m m.",,,114,-1.22
Anchor The Light of Creation,megankoufos,N/A,2020-06-22 20:01:52 PDT,Album,110,3,0,https://www.instagram.com/p/CBwwO1inM_h/,https://www.instagram.com/p/CBwwO1inM_h/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/104685623_1159205327767927_8516240012724602993_n.jpg?_nc_cat=103&_nc_sid=8ae9d6&_nc_ohc=HgbEeIcnx7cAX-8gWoP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1fa9db7d89268687d148a8ebf3dff9f8&oe=5F347CFA,,"BE AWARE OF THE DISTRACTION.
.
The past two weeks news has reported on how much the cases of corona virus are dropping so quickly that there are not enough sick people for a vaccine.
.
Now like overnight the cases have doubled, now they can push the vaccine agenda even harder.
.
FEAR IS THE GREATEST VIRUS.
.
And remember that while your attention is focused elsewhere - over 900,000 kids go missing each year, while millions more are sold into trafficking. These are the numbers we know about - how many more are stolen from orphanages or come from abusive homes? Kids are being raped, tortured, and killed under our noses and we continue to buy the lies and manipulation of the mainstream news and media.
.
Like my incredible soul sister @tays_way_ says - KNOW THE GAME SO YOU CAN EXIT THE GAME.
.
Are you starting to see the agenda yet?
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#voiceforthekids #savethechildren #therising #q #qanon #blackkidsmatter #newearthparenting #evolution #starseed #raisingwildlings #consciousparenting #wildmamas 
#spiritualawakening #soul #spirituality #motherhoodrising #consciousness #awakening #lightworker #maverickmama #evolutionaryparenting #shadow #meditate #lightlanguage #truth #indigochild #parenting #newearth #saveourchildren #q #qanon",,,,113,-2.42
v a n e s s a   r o s e  ♊︎,raastarose,6820,2020-08-23 21:58:25 PDT,Album,107,5,0,https://www.instagram.com/p/CEQm2tfgLNd/,https://www.instagram.com/p/CEQm2tfgLNd/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118365191_183832456479896_106843322395190794_n.jpg?_nc_cat=104&_nc_sid=8ae9d6&_nc_ohc=cAFz0ObV0VcAX9wYfbB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=aa12bfb9965b3ab69caab7ccda7aadda&oe=5F6703C9,,"I thought I’d share some statistics as if knowing it’s happening isn’t enough to shake you to your core... 

❌ 5+ MILLION children worldwide go missing each year - 20,000 in Australia alone.

❌ That’s 13, 698 per day.

❌ Trafficking involves transporting someone into a situation of exploitation. This can include forced labor, marriage, prostitution, and organ removal.

❌ The average victim of human trafficking is raped over 6000 times.

❌ 7 years of is the life expectancy for sex trafficking.

❌ .04% survivors of sex trafficking are unidentified.

❌ These are numbers we know about, so many are unreported from orphanages, Abusive homes, refugees and Those born into an environment where their birth isn’t registered.

❌ Human Trafficking is a 150 BILLION DOLLAR per year industry $99 billion of which comes from commercial sexual exploitation.

❌ If this doesn’t make you angry, you’re not paying attention, what if it was your son or daughter, brother or sister, grandchild, niece or nephew, would you still turn a blind eye? 

❌ Despite all of this, and the awareness that is building, the mainstream media, the politicians and celebrities will not report on this issue, and it makes you wonder why👀 
while daily “covid” rates are reported, they fail to tell us over 13 THOUSAND children go missing EVERY DAY GLOBALLY,  so please I urge you to DO YOUR OWN RESEARCH, ask questions, stay informed and use your voice ❌
.
.
.
#childtraffickingawareness #childtrafficking #trump #saveourchildren #freedom",,,,112,1.45
Deon King Humphrey,reincarnatedking1,N/A,2020-08-31 13:07:58 PDT,Photo,108,3,0,https://www.instagram.com/p/CEkQgjypMI9/,https://www.instagram.com/p/CEkQgjypMI9/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118516948_647637379214928_4504142616820895539_n.jpg?_nc_cat=110&_nc_sid=8ae9d6&_nc_ohc=9ifHmCeBVloAX-R_R4K&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1887ac66f9fd4339db67ada0b51788aa&oe=5F97A955,,,"7 CHILDREN rescued from a TRAFFICKING ring in Flint, MI leading to the arrest of 17. Another 39 in Georgia and 25 in Ohio... yet the Mainstream Media is silent. #SaveOurChildren",,,111,6.17
Covid 1984,covid1984__,5896,2020-09-05 02:29:54 PDT,Video,105,6,739,https://www.instagram.com/p/CEv_dq1APCc/,https://www.instagram.com/p/CEv_dq1APCc/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118766225_117579239897503_854020444790037323_n.jpg?_nc_cat=109&_nc_sid=8ae9d6&_nc_ohc=4GP_0uEVlx4AX85_osI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=4f85b7e94da78348ae969022e550bd7f&oe=5F796B10,,"Repost @channel1alternatenews
・・・
‼️The Truth is coming and closer than ever with the mainstream media reporting this.
✌🏽Share this with friends/family if you like

 🐝 #weknowthetruth
#thisendswhenwesayno
#thisallendswhenwesayno
#enoughisenough 
#touchonetouchall 
#SOS #melbournelockdown2020
#wearethemedia 
#wearethemedianow 
#saveourchildren 
#melbournelockdown #melbourne #youareenough #youarethereason #thegreatawakeninguncensored #thegreatawakeninghasbegun #thegreatawakeningworldwide 
#lovewins #truth #justice #humanity #viralpost #love #friends #family #hugs #joy #peace 🦁 

@astralascension83 
“✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨
So many distractions going on but one thing MUST remain clear...
CONSCIOUS uplifting, MASS AWAKENING, and VIBRATING HIGHER DAILY is the MOST important thing now more than ever.
▫️
For they will do ANYTHING and EVERYTHING in their power to take control of the population but CANNOT so long as they continue to lose the target audience.... YOU. CONTINUE to stay Consciously Aware of what's going on and understanding that YOU are the MOST important thing in the world. Without YOU there is NO THEM. LOVE YOU ALL ♥️
✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨
▫️
♓♒♑♐♏♎♍♌♋♊♉♈ ⚛️🕉️✡️☸️☯️✝️☦️☪️☮️🕎🔯
3️⃣👁️
Remember to -VIBE HIGH, FOCUS DEEP, NEVER SLEEP, STAY CONSCIOUS. WE SAY IT IS SO AND SO IT IS.
3️⃣👁️”",BREAKING NEWS NEWS BREAKINGN BREAKING NEWS VICTORIA VIRUS BATTLE Reports state has recorded 59 more deaths and 81 new infections VACCINE COULD BE READY NEXT MONTH BRI25 BRI விม LI,,,111,1.32
